SRN,marks,course,session_no
1148,96,Library,2021
1148,29,Physics,2021
1148,40,Hindi,2021
1148,69,Art,2021
1148,93,General Knowledge,2020
1148,82,computer,2020
1148,80,Music,2020
1148,59,Mathematics,2020
1148,85,English,2020
1148,6,Physics,2020
1148,24,Sports,2020
1148,69,Art,2020
1149,70,General Knowledge,2022
1149,60,Geography,2022
1149,65,Library,2022
1149,22,Music,2022
1149,82,Chemistry,2022
1149,58,Physics,2022
1149,37,Hindi,2022
1149,7,Sports,2022
1149,59,General Knowledge,2021
1149,24,Dance,2021
1149,53,History,2021
1149,66,computer,2021
1149,36,Library,2021
1149,69,Physics,2021
1149,81,Hindi,2021
1149,95,Art,2021
1149,71,General Knowledge,2020
1149,91,computer,2020
1149,42,Music,2020
1149,30,Mathematics,2020
1149,51,English,2020
1149,77,Physics,2020
1149,82,Sports,2020
1149,52,Art,2020
1150,64,General Knowledge,2022
1150,77,Geography,2022
1150,66,Library,2022
1150,97,Music,2022
1150,68,Chemistry,2022
1150,89,Physics,2022
1150,73,Hindi,2022
1150,64,Sports,2022
1150,45,General Knowledge,2021
1150,94,Dance,2021
1150,85,History,2021
1150,58,computer,2021
1150,31,Library,2021
1150,94,Physics,2021
1150,44,Hindi,2021
1150,72,Art,2021
1150,61,General Knowledge,2020
1150,100,computer,2020
1150,40,Music,2020
1150,20,Mathematics,2020
1150,96,English,2020
1150,92,Physics,2020
1150,83,Sports,2020
1150,57,Art,2020
1151,2,General Knowledge,2022
1151,31,Geography,2022
1151,34,Library,2022
1151,56,Music,2022
1151,0,Chemistry,2022
1151,30,Physics,2022
1151,86,Hindi,2022
1151,42,Sports,2022
1151,89,General Knowledge,2021
1151,58,Dance,2021
1151,77,History,2021
1151,52,computer,2021
1151,54,Library,2021
1151,39,Physics,2021
1151,65,Hindi,2021
1151,97,Art,2021
1151,62,General Knowledge,2020
1151,47,computer,2020
1151,31,Music,2020
1151,68,Mathematics,2020
1151,35,English,2020
1151,67,Physics,2020
1151,49,Sports,2020
1151,91,Art,2020
1152,18,General Knowledge,2022
1152,31,Geography,2022
1152,59,Library,2022
1152,55,Music,2022
1152,48,Chemistry,2022
1152,39,Physics,2022
1152,11,Hindi,2022
1152,22,Sports,2022
1152,68,General Knowledge,2021
1152,21,Dance,2021
1152,65,History,2021
1152,28,computer,2021
1152,33,Library,2021
1152,79,Physics,2021
1152,45,Hindi,2021
1152,56,Art,2021
1152,56,General Knowledge,2020
1152,54,computer,2020
1152,76,Music,2020
1152,95,Mathematics,2020
1152,66,English,2020
1152,39,Physics,2020
1152,94,Sports,2020
1152,32,Art,2020
1153,75,General Knowledge,2022
1153,96,Geography,2022
1153,45,Library,2022
1153,63,Music,2022
1153,78,Chemistry,2022
1153,26,Physics,2022
1153,55,Hindi,2022
1153,66,Sports,2022
1153,34,General Knowledge,2021
1153,99,Dance,2021
1153,43,History,2021
1153,63,computer,2021
1153,91,Library,2021
1153,1,Physics,2021
1153,86,Hindi,2021
1153,36,Art,2021
1153,6,General Knowledge,2020
1153,100,computer,2020
1153,74,Music,2020
1153,57,Mathematics,2020
1153,77,English,2020
1153,98,Physics,2020
1153,95,Sports,2020
1153,28,Art,2020
1154,77,General Knowledge,2022
1154,75,Geography,2022
1154,43,Library,2022
1154,59,Music,2022
1154,98,Chemistry,2022
1154,12,Physics,2022
1154,4,Hindi,2022
1154,75,Sports,2022
1154,79,General Knowledge,2021
1154,17,Dance,2021
1154,83,History,2021
1154,35,computer,2021
1154,73,Library,2021
1154,29,Physics,2021
1154,35,Hindi,2021
1154,10,Art,2021
1154,85,General Knowledge,2020
1154,35,computer,2020
1154,94,Music,2020
1154,27,Mathematics,2020
1154,37,English,2020
1154,92,Physics,2020
1154,63,Sports,2020
1154,43,Art,2020
1155,39,General Knowledge,2022
1155,73,Geography,2022
1155,59,Library,2022
1155,24,Music,2022
1155,65,Chemistry,2022
1155,17,Physics,2022
1155,5,Hindi,2022
1155,49,Sports,2022
1155,29,General Knowledge,2021
1155,50,Dance,2021
1155,75,History,2021
1155,29,computer,2021
1155,36,Library,2021
1155,35,Physics,2021
1155,48,Hindi,2021
1155,41,Art,2021
1155,70,General Knowledge,2020
1155,63,computer,2020
1155,47,Music,2020
1155,32,Mathematics,2020
1155,2,English,2020
1155,32,Physics,2020
1155,64,Sports,2020
1155,38,Art,2020
1156,46,General Knowledge,2022
1156,95,Geography,2022
1156,61,Library,2022
1156,57,Music,2022
1156,38,Chemistry,2022
1156,68,Physics,2022
1156,71,Hindi,2022
1156,82,Sports,2022
1156,86,General Knowledge,2021
1156,71,Dance,2021
1156,71,History,2021
1156,88,computer,2021
1156,22,Library,2021
1156,7,Physics,2021
1156,55,Hindi,2021
1156,82,Art,2021
1156,97,General Knowledge,2020
1156,40,computer,2020
1156,36,Music,2020
1156,0,Mathematics,2020
1156,23,English,2020
1156,31,Physics,2020
1156,86,Sports,2020
1156,35,Art,2020
1157,71,General Knowledge,2022
1157,79,Geography,2022
1157,64,Library,2022
1157,59,Music,2022
1157,30,Chemistry,2022
1157,63,Physics,2022
1157,25,Hindi,2022
1157,94,Sports,2022
1157,52,General Knowledge,2021
1157,96,Dance,2021
1157,43,History,2021
1157,90,computer,2021
1157,54,Library,2021
1157,64,Physics,2021
1157,9,Hindi,2021
1157,43,Art,2021
1157,85,General Knowledge,2020
1157,98,computer,2020
1157,21,Music,2020
1157,62,Mathematics,2020
1157,40,English,2020
1157,47,Physics,2020
1157,29,Sports,2020
1157,28,Art,2020
1158,29,General Knowledge,2022
1158,29,Geography,2022
1158,89,Library,2022
1158,98,Music,2022
1158,95,Chemistry,2022
1158,32,Physics,2022
1158,54,Hindi,2022
1158,95,Sports,2022
1158,52,General Knowledge,2021
1158,100,Dance,2021
1158,50,History,2021
1158,26,computer,2021
1158,42,Library,2021
1158,28,Physics,2021
1158,83,Hindi,2021
1158,87,Art,2021
1158,68,General Knowledge,2020
1158,79,computer,2020
1158,46,Music,2020
1158,67,Mathematics,2020
1158,11,English,2020
1158,33,Physics,2020
1158,34,Sports,2020
1158,65,Art,2020
1159,65,General Knowledge,2022
1159,54,Geography,2022
1159,35,Library,2022
1159,20,Music,2022
1159,27,Chemistry,2022
1159,93,Physics,2022
1159,94,Hindi,2022
1159,88,Sports,2022
1159,83,General Knowledge,2021
1159,24,Dance,2021
1159,67,History,2021
1159,69,computer,2021
1159,88,Library,2021
1159,88,Physics,2021
1159,65,Hindi,2021
1159,79,Art,2021
1159,0,General Knowledge,2020
1159,28,computer,2020
1159,50,Music,2020
1159,44,Mathematics,2020
1159,55,English,2020
1159,34,Physics,2020
1159,49,Sports,2020
1159,53,Art,2020
1160,53,General Knowledge,2022
1160,51,Geography,2022
1160,21,Library,2022
1160,40,Music,2022
1160,31,Chemistry,2022
1160,28,Physics,2022
1160,29,Hindi,2022
1160,68,Sports,2022
1160,17,General Knowledge,2021
1160,36,Dance,2021
1160,0,History,2021
1160,39,computer,2021
1160,31,Library,2021
1160,18,Physics,2021
1160,91,Hindi,2021
1160,79,Art,2021
1160,61,General Knowledge,2020
1160,37,computer,2020
1160,84,Music,2020
1160,59,Mathematics,2020
1160,21,English,2020
1160,82,Physics,2020
1160,96,Sports,2020
1160,90,Art,2020
1161,61,Moral Science,2022
1161,76,Geography,2022
1161,39,computer,2022
1161,29,Chemistry,2022
1161,43,Music,2022
1161,60,Mathematics,2022
1161,31,Civics,2022
1161,60,Physics,2022
1161,32,General Knowledge,2021
1161,78,Biology,2021
1161,9,Moral Science,2021
1161,30,Dance,2021
1161,80,History,2021
1161,23,Library,2021
1161,64,Chemistry,2021
1161,35,Physics,2021
1161,38,Dance,2020
1161,99,Biology,2020
1161,92,General Knowledge,2020
1161,82,Geography,2020
1161,38,Library,2020
1161,88,Civics,2020
1161,76,English,2020
1161,31,Hindi,2020
1162,92,Moral Science,2022
1162,41,Geography,2022
1162,86,computer,2022
1162,39,Chemistry,2022
1162,53,Music,2022
1162,80,Mathematics,2022
1162,88,Civics,2022
1162,81,Physics,2022
1162,21,General Knowledge,2021
1162,52,Biology,2021
1162,60,Moral Science,2021
1162,44,Dance,2021
1162,21,History,2021
1162,16,Library,2021
1162,38,Chemistry,2021
1162,91,Physics,2021
1162,77,Dance,2020
1162,62,Biology,2020
1162,57,General Knowledge,2020
1162,79,Geography,2020
1162,88,Library,2020
1162,18,Civics,2020
1162,92,English,2020
1162,87,Hindi,2020
1163,54,Moral Science,2022
1163,83,Geography,2022
1163,26,computer,2022
1163,28,Chemistry,2022
1163,72,Music,2022
1163,38,Mathematics,2022
1163,57,Civics,2022
1163,40,Physics,2022
1163,14,General Knowledge,2021
1163,26,Biology,2021
1163,19,Moral Science,2021
1163,38,Dance,2021
1163,26,History,2021
1163,37,Library,2021
1163,89,Chemistry,2021
1163,77,Physics,2021
1163,72,Dance,2020
1163,35,Biology,2020
1163,59,General Knowledge,2020
1163,78,Geography,2020
1163,38,Library,2020
1163,53,Civics,2020
1163,16,English,2020
1163,99,Hindi,2020
1164,41,Moral Science,2022
1164,75,Geography,2022
1164,9,computer,2022
1164,56,Chemistry,2022
1164,29,Music,2022
1164,33,Mathematics,2022
1164,39,Civics,2022
1164,48,Physics,2022
1164,59,General Knowledge,2021
1164,90,Biology,2021
1164,11,Moral Science,2021
1164,25,Dance,2021
1164,55,History,2021
1164,38,Library,2021
1164,83,Chemistry,2021
1164,46,Physics,2021
1164,47,Dance,2020
1164,30,Biology,2020
1164,85,General Knowledge,2020
1164,66,Geography,2020
1164,69,Library,2020
1164,75,Civics,2020
1164,22,English,2020
1164,58,Hindi,2020
1165,28,Moral Science,2022
1165,100,Geography,2022
1165,49,computer,2022
1165,35,Chemistry,2022
1165,61,Music,2022
1165,83,Mathematics,2022
1165,23,Civics,2022
1165,92,Physics,2022
1165,73,General Knowledge,2021
1165,66,Biology,2021
1165,92,Moral Science,2021
1165,32,Dance,2021
1165,16,History,2021
1165,88,Library,2021
1165,31,Chemistry,2021
1165,21,Physics,2021
1165,55,Dance,2020
1165,63,Biology,2020
1165,72,General Knowledge,2020
1165,51,Geography,2020
1165,83,Library,2020
1165,61,Civics,2020
1165,77,English,2020
1165,64,Hindi,2020
1166,64,Moral Science,2022
1166,35,Geography,2022
1166,86,computer,2022
1166,44,Chemistry,2022
1166,89,Music,2022
1166,70,Mathematics,2022
1166,44,Civics,2022
1166,47,Physics,2022
1166,49,General Knowledge,2021
1166,53,Biology,2021
1166,87,Moral Science,2021
1166,32,Dance,2021
1166,61,History,2021
1166,56,Library,2021
1166,68,Chemistry,2021
1166,21,Physics,2021
1166,32,Dance,2020
1166,93,Biology,2020
1166,72,General Knowledge,2020
1166,49,Geography,2020
1166,51,Library,2020
1166,8,Civics,2020
1166,94,English,2020
1166,67,Hindi,2020
1167,77,Moral Science,2022
1167,24,Geography,2022
1167,97,computer,2022
1167,6,Chemistry,2022
1167,60,Music,2022
1167,10,Mathematics,2022
1167,79,Civics,2022
1167,71,Physics,2022
1167,93,General Knowledge,2021
1167,91,Biology,2021
1167,84,Moral Science,2021
1167,73,Dance,2021
1167,88,History,2021
1167,13,Library,2021
1167,5,Chemistry,2021
1167,70,Physics,2021
1167,96,Dance,2020
1167,91,Biology,2020
1167,20,General Knowledge,2020
1167,22,Geography,2020
1167,47,Library,2020
1167,74,Civics,2020
1167,42,English,2020
1167,65,Hindi,2020
1168,3,Moral Science,2022
1168,36,Geography,2022
1168,100,computer,2022
1168,65,Chemistry,2022
1168,73,Music,2022
1168,42,Mathematics,2022
1168,54,Civics,2022
1168,12,Physics,2022
1168,62,General Knowledge,2021
1168,89,Biology,2021
1168,30,Moral Science,2021
1168,31,Dance,2021
1168,31,History,2021
1168,79,Library,2021
1168,82,Chemistry,2021
1168,51,Physics,2021
1168,86,Dance,2020
1168,63,Biology,2020
1168,46,General Knowledge,2020
1168,53,Geography,2020
1168,19,Library,2020
1168,62,Civics,2020
1168,30,English,2020
1168,21,Hindi,2020
1169,46,Moral Science,2022
1169,49,Geography,2022
1169,89,computer,2022
1169,31,Chemistry,2022
1169,91,Music,2022
1169,75,Mathematics,2022
1169,99,Civics,2022
1169,84,Physics,2022
1169,52,General Knowledge,2021
1169,99,Biology,2021
1169,90,Moral Science,2021
1169,83,Dance,2021
1169,41,History,2021
1169,41,Library,2021
1169,51,Chemistry,2021
1169,79,Physics,2021
1169,99,Dance,2020
1169,92,Biology,2020
1169,71,General Knowledge,2020
1169,61,Geography,2020
1169,86,Library,2020
1169,52,Civics,2020
1169,45,English,2020
1169,12,Hindi,2020
1170,38,Moral Science,2022
1170,65,Geography,2022
1170,53,computer,2022
1170,34,Chemistry,2022
1170,6,Music,2022
1170,51,Mathematics,2022
1170,87,Civics,2022
1170,67,Physics,2022
1170,49,General Knowledge,2021
1170,28,Biology,2021
1170,28,Moral Science,2021
1170,87,Dance,2021
1170,57,History,2021
1170,21,Library,2021
1170,53,Chemistry,2021
1170,26,Physics,2021
1170,49,Dance,2020
1170,98,Biology,2020
1170,24,General Knowledge,2020
1170,3,Geography,2020
1170,41,Library,2020
1170,59,Civics,2020
1170,97,English,2020
1170,96,Hindi,2020
1171,90,Moral Science,2022
1171,88,Geography,2022
1171,99,computer,2022
1171,55,Chemistry,2022
1171,30,Music,2022
1171,86,Mathematics,2022
1171,77,Civics,2022
1171,62,Physics,2022
1171,87,General Knowledge,2021
1171,99,Biology,2021
1171,30,Moral Science,2021
1171,33,Dance,2021
1171,63,History,2021
1171,92,Library,2021
1171,69,Chemistry,2021
1171,79,Physics,2021
1171,63,Dance,2020
1171,10,Biology,2020
1171,84,General Knowledge,2020
1171,26,Geography,2020
1171,56,Library,2020
1171,14,Civics,2020
1171,94,English,2020
1171,33,Hindi,2020
1172,36,Moral Science,2022
1172,61,Geography,2022
1172,74,computer,2022
1172,94,Chemistry,2022
1172,11,Music,2022
1172,42,Mathematics,2022
1172,87,Civics,2022
1172,88,Physics,2022
1172,95,General Knowledge,2021
1172,99,Biology,2021
1172,39,Moral Science,2021
1172,69,Dance,2021
1172,96,History,2021
1172,90,Library,2021
1172,80,Chemistry,2021
1172,23,Physics,2021
1172,37,Dance,2020
1172,52,Biology,2020
1172,77,General Knowledge,2020
1172,58,Geography,2020
1172,96,Library,2020
1172,83,Civics,2020
1172,77,English,2020
1172,79,Hindi,2020
1173,26,Moral Science,2022
1173,5,Geography,2022
1173,3,computer,2022
1173,59,Chemistry,2022
1173,72,Music,2022
1173,30,Mathematics,2022
1173,84,Civics,2022
1173,83,Physics,2022
1173,54,General Knowledge,2021
1173,90,Biology,2021
1173,72,Moral Science,2021
1173,91,Dance,2021
1173,90,History,2021
1173,29,Library,2021
1173,30,Chemistry,2021
1173,17,Physics,2021
1173,66,Dance,2020
1173,25,Biology,2020
1173,24,General Knowledge,2020
1173,87,Geography,2020
1173,73,Library,2020
1173,99,Civics,2020
1173,77,English,2020
1173,42,Hindi,2020
1174,7,Moral Science,2022
1174,5,Geography,2022
1174,33,computer,2022
1174,58,Chemistry,2022
1174,86,Music,2022
1174,42,Mathematics,2022
1174,16,Civics,2022
1174,14,Physics,2022
1174,89,General Knowledge,2021
1174,34,Biology,2021
1174,23,Moral Science,2021
1174,86,Dance,2021
1174,53,History,2021
1174,82,Library,2021
1174,14,Chemistry,2021
1174,88,Physics,2021
1174,96,Dance,2020
1174,41,Biology,2020
1174,95,General Knowledge,2020
1174,34,Geography,2020
1174,72,Library,2020
1174,81,Civics,2020
1174,2,English,2020
1174,52,Hindi,2020
1175,93,Moral Science,2022
1175,85,Geography,2022
1175,49,computer,2022
1175,93,Chemistry,2022
1175,21,Music,2022
1175,39,Mathematics,2022
1175,99,Civics,2022
1175,86,Physics,2022
1175,36,General Knowledge,2021
1175,59,Biology,2021
1175,53,Moral Science,2021
1175,82,Dance,2021
1175,57,History,2021
1175,84,Library,2021
1175,57,Chemistry,2021
1175,55,Physics,2021
1175,51,Dance,2020
1175,97,Biology,2020
1175,49,General Knowledge,2020
1175,13,Geography,2020
1175,35,Library,2020
1175,87,Civics,2020
1175,54,English,2020
1175,77,Hindi,2020
1176,52,Moral Science,2022
1176,44,Geography,2022
1176,93,computer,2022
1176,69,Chemistry,2022
1176,75,Music,2022
1176,18,Mathematics,2022
1176,88,Civics,2022
1176,31,Physics,2022
1176,84,General Knowledge,2021
1176,68,Biology,2021
1176,75,Moral Science,2021
1176,73,Dance,2021
1176,88,History,2021
1176,69,Library,2021
1176,24,Chemistry,2021
1176,58,Physics,2021
1176,96,Dance,2020
1176,45,Biology,2020
1176,61,General Knowledge,2020
1176,82,Geography,2020
1176,37,Library,2020
1176,55,Civics,2020
1176,37,English,2020
1176,100,Hindi,2020
1177,96,Moral Science,2022
1177,68,Geography,2022
1177,21,computer,2022
1177,4,Chemistry,2022
1177,82,Music,2022
1177,87,Mathematics,2022
1177,40,Civics,2022
1177,43,Physics,2022
1177,88,General Knowledge,2021
1177,68,Biology,2021
1177,86,Moral Science,2021
1177,87,Dance,2021
1177,95,History,2021
1177,65,Library,2021
1177,97,Chemistry,2021
1177,29,Physics,2021
1177,74,Dance,2020
1177,49,Biology,2020
1177,60,General Knowledge,2020
1177,14,Geography,2020
1177,74,Library,2020
1177,56,Civics,2020
1177,20,English,2020
1177,91,Hindi,2020
1178,82,Moral Science,2022
1178,38,Geography,2022
1178,99,computer,2022
1178,95,Chemistry,2022
1178,25,Music,2022
1178,94,Mathematics,2022
1178,91,Civics,2022
1178,39,Physics,2022
1178,17,General Knowledge,2021
1178,32,Biology,2021
1178,54,Moral Science,2021
1178,45,Dance,2021
1178,22,History,2021
1178,96,Library,2021
1178,52,Chemistry,2021
1178,48,Physics,2021
1178,68,Dance,2020
1178,60,Biology,2020
1178,3,General Knowledge,2020
1178,39,Geography,2020
1178,74,Library,2020
1178,52,Civics,2020
1178,39,English,2020
1178,71,Hindi,2020
1179,50,Moral Science,2022
1179,48,Geography,2022
1179,98,computer,2022
1179,24,Chemistry,2022
1179,67,Music,2022
1179,94,Mathematics,2022
1179,81,Civics,2022
1179,79,Physics,2022
1179,76,General Knowledge,2021
1179,96,Biology,2021
1179,23,Moral Science,2021
1179,11,Dance,2021
1179,94,History,2021
1179,43,Library,2021
1179,85,Chemistry,2021
1179,49,Physics,2021
1179,57,Dance,2020
1179,57,Biology,2020
1179,79,General Knowledge,2020
1179,37,Geography,2020
1179,57,Library,2020
1179,24,Civics,2020
1179,44,English,2020
1179,82,Hindi,2020
1180,64,Moral Science,2022
1180,87,Geography,2022
1180,37,computer,2022
1180,76,Chemistry,2022
1180,67,Music,2022
1180,57,Mathematics,2022
1180,61,Civics,2022
1180,40,Physics,2022
1180,40,General Knowledge,2021
1180,64,Biology,2021
1180,70,Moral Science,2021
1180,65,Dance,2021
1180,23,History,2021
1180,95,Library,2021
1180,48,Chemistry,2021
1180,88,Physics,2021
1180,55,Dance,2020
1180,49,Biology,2020
1180,50,General Knowledge,2020
1180,93,Geography,2020
1180,56,Library,2020
1180,72,Civics,2020
1180,81,English,2020
1180,89,Hindi,2020
1181,75,Biology,2022
1181,52,Dance,2022
1181,40,History,2022
1181,88,Music,2022
1181,96,English,2022
1181,36,Hindi,2022
1181,91,Sports,2022
1181,7,Art,2022
1181,77,Dance,2021
1181,93,Geography,2021
1181,84,Moral Science,2021
1181,17,Music,2021
1181,68,Chemistry,2021
1181,23,Civics,2021
1181,98,Sports,2021
1181,47,Art,2021
1181,49,Biology,2020
1181,59,Music,2020
1181,78,Mathematics,2020
1181,69,Civics,2020
1181,40,English,2020
1181,16,Physics,2020
1181,38,Hindi,2020
1181,39,Art,2020
1182,39,Biology,2022
1182,79,Dance,2022
1182,65,History,2022
1182,60,Music,2022
1182,92,English,2022
1182,39,Hindi,2022
1182,37,Sports,2022
1182,33,Art,2022
1182,42,Dance,2021
1182,2,Geography,2021
1182,81,Moral Science,2021
1182,51,Music,2021
1182,70,Chemistry,2021
1182,24,Civics,2021
1182,86,Sports,2021
1182,76,Art,2021
1182,92,Biology,2020
1182,67,Music,2020
1182,2,Mathematics,2020
1182,1,Civics,2020
1182,40,English,2020
1182,18,Physics,2020
1182,66,Hindi,2020
1182,88,Art,2020
1183,36,Biology,2022
1183,69,Dance,2022
1183,51,History,2022
1183,11,Music,2022
1183,87,English,2022
1183,32,Hindi,2022
1183,38,Sports,2022
1183,62,Art,2022
1183,39,Dance,2021
1183,50,Geography,2021
1183,48,Moral Science,2021
1183,68,Music,2021
1183,96,Chemistry,2021
1183,43,Civics,2021
1183,84,Sports,2021
1183,36,Art,2021
1183,34,Biology,2020
1183,92,Music,2020
1183,27,Mathematics,2020
1183,45,Civics,2020
1183,41,English,2020
1183,60,Physics,2020
1183,54,Hindi,2020
1183,59,Art,2020
1184,89,Biology,2022
1184,25,Dance,2022
1184,74,History,2022
1184,56,Music,2022
1184,11,English,2022
1184,45,Hindi,2022
1184,89,Sports,2022
1184,53,Art,2022
1184,53,Dance,2021
1184,90,Geography,2021
1184,71,Moral Science,2021
1184,54,Music,2021
1184,28,Chemistry,2021
1184,73,Civics,2021
1184,4,Sports,2021
1184,68,Art,2021
1184,91,Biology,2020
1184,92,Music,2020
1184,70,Mathematics,2020
1184,77,Civics,2020
1184,62,English,2020
1184,41,Physics,2020
1184,99,Hindi,2020
1184,45,Art,2020
1185,35,Biology,2022
1185,51,Dance,2022
1185,74,History,2022
1185,76,Music,2022
1185,56,English,2022
1185,47,Hindi,2022
1185,30,Sports,2022
1185,69,Art,2022
1185,57,Dance,2021
1185,62,Geography,2021
1185,72,Moral Science,2021
1185,36,Music,2021
1185,6,Chemistry,2021
1185,63,Civics,2021
1185,99,Sports,2021
1185,57,Art,2021
1185,35,Biology,2020
1185,60,Music,2020
1185,29,Mathematics,2020
1185,11,Civics,2020
1185,62,English,2020
1185,100,Physics,2020
1185,100,Hindi,2020
1185,63,Art,2020
1186,22,Biology,2022
1186,42,Dance,2022
1186,24,History,2022
1186,35,Music,2022
1186,81,English,2022
1186,61,Hindi,2022
1186,60,Sports,2022
1186,70,Art,2022
1186,22,Dance,2021
1186,48,Geography,2021
1186,72,Moral Science,2021
1186,29,Music,2021
1186,41,Chemistry,2021
1186,45,Civics,2021
1186,55,Sports,2021
1186,39,Art,2021
1186,63,Biology,2020
1186,76,Music,2020
1186,98,Mathematics,2020
1186,34,Civics,2020
1186,58,English,2020
1186,28,Physics,2020
1186,63,Hindi,2020
1186,45,Art,2020
1187,35,Biology,2022
1187,31,Dance,2022
1187,65,History,2022
1187,93,Music,2022
1187,54,English,2022
1187,79,Hindi,2022
1187,58,Sports,2022
1187,10,Art,2022
1187,97,Dance,2021
1187,55,Geography,2021
1187,45,Moral Science,2021
1187,59,Music,2021
1187,36,Chemistry,2021
1187,9,Civics,2021
1187,91,Sports,2021
1187,93,Art,2021
1187,35,Biology,2020
1187,36,Music,2020
1187,89,Mathematics,2020
1187,41,Civics,2020
1187,86,English,2020
1187,64,Physics,2020
1187,67,Hindi,2020
1187,97,Art,2020
1188,38,Biology,2022
1188,93,Dance,2022
1188,16,History,2022
1188,26,Music,2022
1188,92,English,2022
1188,73,Hindi,2022
1188,98,Sports,2022
1188,12,Art,2022
1188,92,Dance,2021
1188,90,Geography,2021
1188,51,Moral Science,2021
1188,54,Music,2021
1188,88,Chemistry,2021
1188,96,Civics,2021
1188,97,Sports,2021
1188,69,Art,2021
1188,96,Biology,2020
1188,51,Music,2020
1188,78,Mathematics,2020
1188,6,Civics,2020
1188,82,English,2020
1188,78,Physics,2020
1188,82,Hindi,2020
1188,41,Art,2020
1189,73,Biology,2022
1189,54,Dance,2022
1189,21,History,2022
1189,98,Music,2022
1189,5,English,2022
1189,56,Hindi,2022
1189,74,Sports,2022
1189,33,Art,2022
1189,87,Dance,2021
1189,35,Geography,2021
1189,11,Moral Science,2021
1189,47,Music,2021
1189,2,Chemistry,2021
1189,25,Civics,2021
1189,78,Sports,2021
1189,56,Art,2021
1189,91,Biology,2020
1189,35,Music,2020
1189,30,Mathematics,2020
1189,25,Civics,2020
1189,55,English,2020
1189,32,Physics,2020
1189,30,Hindi,2020
1189,88,Art,2020
1190,68,Biology,2022
1190,66,Dance,2022
1190,4,History,2022
1190,14,Music,2022
1190,29,English,2022
1190,11,Hindi,2022
1190,89,Sports,2022
1190,98,Art,2022
1190,62,Dance,2021
1190,28,Geography,2021
1190,20,Moral Science,2021
1190,16,Music,2021
1190,58,Chemistry,2021
1190,86,Civics,2021
1190,68,Sports,2021
1190,35,Art,2021
1190,25,Biology,2020
1190,90,Music,2020
1190,69,Mathematics,2020
1190,78,Civics,2020
1190,18,English,2020
1190,22,Physics,2020
1190,32,Hindi,2020
1190,89,Art,2020
1191,38,Biology,2022
1191,26,Dance,2022
1191,93,History,2022
1191,72,Music,2022
1191,20,English,2022
1191,33,Hindi,2022
1191,89,Sports,2022
1191,56,Art,2022
1191,28,Dance,2021
1191,92,Geography,2021
1191,48,Moral Science,2021
1191,58,Music,2021
1191,75,Chemistry,2021
1191,84,Civics,2021
1191,79,Sports,2021
1191,13,Art,2021
1191,23,Biology,2020
1191,37,Music,2020
1191,15,Mathematics,2020
1191,23,Civics,2020
1191,59,English,2020
1191,74,Physics,2020
1191,56,Hindi,2020
1191,18,Art,2020
1192,98,Biology,2022
1192,97,Dance,2022
1192,84,History,2022
1192,82,Music,2022
1192,51,English,2022
1192,38,Hindi,2022
1192,51,Sports,2022
1192,78,Art,2022
1192,40,Dance,2021
1192,88,Geography,2021
1192,21,Moral Science,2021
1192,33,Music,2021
1192,50,Chemistry,2021
1192,25,Civics,2021
1192,69,Sports,2021
1192,89,Art,2021
1192,29,Biology,2020
1192,27,Music,2020
1192,2,Mathematics,2020
1192,45,Civics,2020
1192,37,English,2020
1192,54,Physics,2020
1192,46,Hindi,2020
1192,81,Art,2020
1193,75,Biology,2022
1193,48,Dance,2022
1193,48,History,2022
1193,23,Music,2022
1193,74,English,2022
1193,26,Hindi,2022
1193,74,Sports,2022
1193,34,Art,2022
1193,24,Dance,2021
1193,74,Geography,2021
1193,52,Moral Science,2021
1193,96,Music,2021
1193,55,Chemistry,2021
1193,62,Civics,2021
1193,56,Sports,2021
1193,47,Art,2021
1193,55,Biology,2020
1193,49,Music,2020
1193,42,Mathematics,2020
1193,80,Civics,2020
1193,86,English,2020
1193,93,Physics,2020
1193,76,Hindi,2020
1193,68,Art,2020
1194,47,Biology,2022
1194,73,Dance,2022
1194,22,History,2022
1194,75,Music,2022
1194,93,English,2022
1194,81,Hindi,2022
1194,52,Sports,2022
1194,48,Art,2022
1194,84,Dance,2021
1194,14,Geography,2021
1194,64,Moral Science,2021
1194,78,Music,2021
1194,86,Chemistry,2021
1194,74,Civics,2021
1194,91,Sports,2021
1194,4,Art,2021
1194,26,Biology,2020
1194,71,Music,2020
1194,57,Mathematics,2020
1194,59,Civics,2020
1194,12,English,2020
1194,30,Physics,2020
1194,17,Hindi,2020
1194,87,Art,2020
1195,3,Biology,2022
1195,23,Dance,2022
1195,36,History,2022
1195,30,Music,2022
1195,72,English,2022
1195,77,Hindi,2022
1195,10,Sports,2022
1195,65,Art,2022
1195,85,Dance,2021
1195,69,Geography,2021
1195,84,Moral Science,2021
1195,36,Music,2021
1195,73,Chemistry,2021
1195,57,Civics,2021
1195,28,Sports,2021
1195,64,Art,2021
1195,88,Biology,2020
1195,48,Music,2020
1195,87,Mathematics,2020
1195,63,Civics,2020
1195,59,English,2020
1195,16,Physics,2020
1195,34,Hindi,2020
1195,98,Art,2020
1196,14,Biology,2022
1196,53,Dance,2022
1196,4,History,2022
1196,56,Music,2022
1196,66,English,2022
1196,73,Hindi,2022
1196,91,Sports,2022
1196,87,Art,2022
1196,68,Dance,2021
1196,88,Geography,2021
1196,38,Moral Science,2021
1196,47,Music,2021
